icd9_code	icd9_phe	potential_matches
98989	Toxic effect of other substance, chiefly nonmedicinal as to source, not elsewhere classified	ICD10_code:T656X1A:phenoname:Toxic effect of paints and dyes, not elsewhere classified, accidental (unintentional), initial encounter|ICD10_code:T655X4A:phenoname:Toxic effect of nitroglycerin and other nitric acids and esters, undetermined, initial encounter|ICD10_code:T655X3A:phenoname:Toxic effect of nitroglycerin and other nitric acids and esters, assault, initial encounter|ICD10_code:T655X2A:phenoname:Toxic effect of nitroglycerin and other nitric acids and esters, intentional self-harm, initial encounter|ICD10_code:T655X1A:phenoname:Toxic effect of nitroglycerin and other nitric acids and esters, accidental (unintentional), initial encounter|ICD10_code:T603X4A:phenoname:Toxic effect of herbicides and fungicides, undetermined, initial encounter|ICD10_code:T603X3A:phenoname:Toxic effect of herbicides and fungicides, assault, initial encounter|ICD10_code:T603X2A:phenoname:Toxic effect of herbicides and fungicides, intentional self-harm, initial encounter|ICD10_code:T603X1A:phenoname:Toxic effect of herbicides and fungicides, accidental (unintentional), initial encounter|ICD10_code:T578X3A:phenoname:Toxic effect of other specified inorganic substances, assault, initial encounter|ICD10_code:T578X2A:phenoname:Toxic effect of other specified inorganic substances, intentional self-harm, initial encounter|ICD10_code:T578X1A:phenoname:Toxic effect of other specified inorganic substances, accidental (unintentional), initial encounter|ICD10_code:T65894A:phenoname:Toxic effect of other specified substances, undetermined, initial encounter|ICD10_code:T65893A:phenoname:Toxic effect of other specified substances, assault, initial encounter|ICD10_code:T65892A:phenoname:Toxic effect of other specified substances, intentional self-harm, initial encounter|ICD10_code:T65891A:phenoname:Toxic effect of other specified substances, accidental (unintentional), initial encounter|ICD10_code:T65834A:phenoname:Toxic effect of fiberglass, undetermined, initial encounter|ICD10_code:T65833A:phenoname:Toxic effect of fiberglass, assault, initial encounter|ICD10_code:T65832A:phenoname:Toxic effect of fiberglass, intentional self-harm, initial encounter|ICD10_code:T65831A:phenoname:Toxic effect of fiberglass, accidental (unintentional), initial encounter|ICD10_code:T65824A:phenoname:Toxic effect of harmful algae and algae toxins, undetermined, initial encounter|ICD10_code:T65823A:phenoname:Toxic effect of harmful algae and algae toxins, assault, initial encounter|ICD10_code:T65822A:phenoname:Toxic effect of harmful algae and algae toxins, intentional self-harm, initial encounter|ICD10_code:T65821A:phenoname:Toxic effect of harmful algae and algae toxins, accidental (unintentional), initial encounter|ICD10_code:T656X4A:phenoname:Toxic effect of paints and dyes, not elsewhere classified, undetermined, initial encounter|ICD10_code:T656X3A:phenoname:Toxic effect of paints and dyes, not elsewhere classified, assault, initial encounter|ICD10_code:T656X2A:phenoname:Toxic effect of paints and dyes, not elsewhere classified, intentional self-harm, initial encounter
9899	Toxic effect of unspecified substance, chiefly nonmedicinal as to source	ICD10_code:T6594XA:phenoname:Toxic effect of unspecified substance, undetermined, initial encounter|ICD10_code:T6593XA:phenoname:Toxic effect of unspecified substance, assault, initial encounter|ICD10_code:T6592XA:phenoname:Toxic effect of unspecified substance, intentional self-harm, initial encounter|ICD10_code:T6591XA:phenoname:Toxic effect of unspecified substance, accidental (unintentional), initial encounter|ICD10_code:T5794XA:phenoname:Toxic effect of unspecified inorganic substance, undetermined, initial encounter|ICD10_code:T5793XA:phenoname:Toxic effect of unspecified inorganic substance, assault, initial encounter|ICD10_code:T5792XA:phenoname:Toxic effect of unspecified inorganic substance, intentional self-harm, initial encounter|ICD10_code:T5791XA:phenoname:Toxic effect of unspecified inorganic substance, accidental (unintentional), initial encounter
9913	Frostbite of other and unspecified sites	ICD10_code:T3499XA:phenoname:Frostbite with tissue necrosis of other sites, initial encounter|ICD10_code:T3490XA:phenoname:Frostbite with tissue necrosis of unspecified sites, initial encounter|ICD10_code:T3399XA:phenoname:Superficial frostbite of other sites, initial encounter|ICD10_code:T3390XA:phenoname:Superficial frostbite of unspecified sites, initial encounter
995	Certain adverse effects not elsewhere classified	
99522	Unspecified adverse effect of anesthesia	ICD10_code:T8859XA:phenoname:Other complications of anesthesia, initial encounter|ICD10_code:T4145XA:phenoname:Adverse effect of unspecified anesthetic, initial encounter|ICD10_code:T413X5A:phenoname:Adverse effect of local anesthetics, initial encounter|ICD10_code:T41295A:phenoname:Adverse effect of other general anesthetics, initial encounter|ICD10_code:T41205A:phenoname:Adverse effect of unspecified general anesthetics, initial encounter|ICD10_code:T411X5A:phenoname:Adverse effect of intravenous anesthetics, initial encounter|ICD10_code:T410X5A:phenoname:Adverse effect of inhaled anesthetics, initial encounter
99661	Infection and inflammatory reaction due to cardiac device, implant, and graft	ICD10_code:T827XXA:phenoname:Infection and inflammatory reaction due to other cardiac and vascular devices, implants and grafts, initial encounter|ICD10_code:T826XXA:phenoname:Infection and inflammatory reaction due to cardiac valve prosthesis, initial encounter
99665	Infection and inflammatory reaction due to other genitourinary device, implant, and graft	ICD10_code:T8369XA:phenoname:Infection and inflammatory reaction due to other prosthetic device, implant and graft in genital tract, initial encounter|ICD10_code:T8362XA:phenoname:Infection and inflammatory reaction due to implanted testicular prosthesis, initial encounter|ICD10_code:T8361XA:phenoname:Infection and inflammatory reaction due to implanted penile prosthesis, initial encounter|ICD10_code:T83598A:phenoname:Infection and inflammatory reaction due to other prosthetic device, implant and graft in urinary system, initial encounter|ICD10_code:T83593A:phenoname:Infection and inflammatory reaction due to other urinary stents, initial encounter|ICD10_code:T83592A:phenoname:Infection and inflammatory reaction due to indwelling ureteral stent, initial encounter|ICD10_code:T83591A:phenoname:Infection and inflammatory reaction due to implanted urinary sphincter, initial encounter|ICD10_code:T83590A:phenoname:Infection and inflammatory reaction due to implanted urinary neurostimulation device, initial encounter
99667	Infection and inflammatory reaction due to other internal orthopedic device, implant, and graft	ICD10_code:T847XXA:phenoname:Infection and inflammatory reaction due to other internal orthopedic prosthetic devices, implants and grafts, initial encounter|ICD10_code:T8460XA:phenoname:Infection and inflammatory reaction due to internal fixation device of unspecified site, initial encounter
9967	Other complications of internal (biological) (synthetic) prosthetic device, implant, and graft	
99671	Other complications due to heart valve prosthesis	ICD10_code:T829XXA:phenoname:Unspecified complication of cardiac and vascular prosthetic device, implant and graft, initial encounter|ICD10_code:T82897A:phenoname:Other specified complication of cardiac prosthetic devices, implants and grafts, initial encounter|ICD10_code:T82867A:phenoname:Thrombosis due to cardiac prosthetic devices, implants and grafts, initial encounter|ICD10_code:T82857A:phenoname:Stenosis of other cardiac prosthetic devices, implants and grafts, initial encounter|ICD10_code:T82847A:phenoname:Pain due to cardiac prosthetic devices, implants and grafts, initial encounter|ICD10_code:T82837A:phenoname:Hemorrhage due to cardiac prosthetic devices, implants and grafts, initial encounter|ICD10_code:T82827A:phenoname:Fibrosis due to cardiac prosthetic devices, implants and grafts, initial encounter|ICD10_code:T82817A:phenoname:Embolism due to cardiac prosthetic devices, implants and grafts, initial encounter
99672	Other complications due to other cardiac device, implant, and graft	ICD10_code:T829XXA:phenoname:Unspecified complication of cardiac and vascular prosthetic device, implant and graft, initial encounter|ICD10_code:T82897A:phenoname:Other specified complication of cardiac prosthetic devices, implants and grafts, initial encounter|ICD10_code:T82867A:phenoname:Thrombosis due to cardiac prosthetic devices, implants and grafts, initial encounter|ICD10_code:T82857A:phenoname:Stenosis of other cardiac prosthetic devices, implants and grafts, initial encounter|ICD10_code:T82855A:phenoname:Stenosis of coronary artery stent, initial encounter|ICD10_code:T82847A:phenoname:Pain due to cardiac prosthetic devices, implants and grafts, initial encounter|ICD10_code:T82837A:phenoname:Hemorrhage due to cardiac prosthetic devices, implants and grafts, initial encounter|ICD10_code:T82827A:phenoname:Fibrosis due to cardiac prosthetic devices, implants and grafts, initial encounter|ICD10_code:T82817A:phenoname:Embolism due to cardiac prosthetic devices, implants and grafts, initial encounter
99673	Other complications due to renal dialysis device, implant, and graft	ICD10_code:T82898A:phenoname:Other specified complication of vascular prosthetic devices, implants and grafts, initial encounter|ICD10_code:T82868A:phenoname:Thrombosis due to vascular prosthetic devices, implants and grafts, initial encounter|ICD10_code:T82858A:phenoname:Stenosis of other vascular prosthetic devices, implants and grafts, initial encounter|ICD10_code:T82848A:phenoname:Pain due to vascular prosthetic devices, implants and grafts, initial encounter|ICD10_code:T82838A:phenoname:Hemorrhage due to vascular prosthetic devices, implants and grafts, initial encounter|ICD10_code:T82828A:phenoname:Fibrosis due to vascular prosthetic devices, implants and grafts, initial encounter|ICD10_code:T82818A:phenoname:Embolism due to vascular prosthetic devices, implants and grafts, initial encounter
99674	Other complications due to other vascular device, implant, and graft	ICD10_code:T829XXA:phenoname:Unspecified complication of cardiac and vascular prosthetic device, implant and graft, initial encounter|ICD10_code:T82898A:phenoname:Other specified complication of vascular prosthetic devices, implants and grafts, initial encounter|ICD10_code:T82868A:phenoname:Thrombosis due to vascular prosthetic devices, implants and grafts, initial encounter|ICD10_code:T82858A:phenoname:Stenosis of other vascular prosthetic devices, implants and grafts, initial encounter|ICD10_code:T82856A:phenoname:Stenosis of peripheral vascular stent, initial encounter|ICD10_code:T82848A:phenoname:Pain due to vascular prosthetic devices, implants and grafts, initial encounter|ICD10_code:T82838A:phenoname:Hemorrhage due to vascular prosthetic devices, implants and grafts, initial encounter|ICD10_code:T82828A:phenoname:Fibrosis due to vascular prosthetic devices, implants and grafts, initial encounter|ICD10_code:T82818A:phenoname:Embolism due to vascular prosthetic devices, implants and grafts, initial encounter
99675	Other complications due to nervous system device, implant, and graft	ICD10_code:T85890A:phenoname:Other specified complication of nervous system prosthetic devices, implants and grafts, initial encounter|ICD10_code:T85860A:phenoname:Thrombosis due to nervous system prosthetic devices, implants and grafts, initial encounter|ICD10_code:T85850A:phenoname:Stenosis due to nervous system prosthetic devices, implants and grafts, initial encounter|ICD10_code:T85840A:phenoname:Pain due to nervous system prosthetic devices, implants and grafts, initial encounter|ICD10_code:T85830A:phenoname:Hemorrhage due to nervous system prosthetic devices, implants and grafts, initial encounter|ICD10_code:T85820A:phenoname:Fibrosis due to nervous system prosthetic devices, implants and grafts, initial encounter|ICD10_code:T85810A:phenoname:Embolism due to nervous system prosthetic devices, implants and grafts, initial encounter
99676	Other complications due to genitourinary device, implant, and graft	ICD10_code:T839XXA:phenoname:Unspecified complication of genitourinary prosthetic device, implant and graft, initial encounter|ICD10_code:T8389XA:phenoname:Other specified complication of genitourinary prosthetic devices, implants and grafts, initial encounter|ICD10_code:T8386XA:phenoname:Thrombosis due to genitourinary prosthetic devices, implants and grafts, initial encounter|ICD10_code:T8385XA:phenoname:Stenosis due to genitourinary prosthetic devices, implants and grafts, initial encounter|ICD10_code:T8384XA:phenoname:Pain due to genitourinary prosthetic devices, implants and grafts, initial encounter|ICD10_code:T8383XA:phenoname:Hemorrhage due to genitourinary prosthetic devices, implants and grafts, initial encounter|ICD10_code:T8382XA:phenoname:Fibrosis due to genitourinary prosthetic devices, implants and grafts, initial encounter|ICD10_code:T8381XA:phenoname:Embolism due to genitourinary prosthetic devices, implants and grafts, initial encounter
99677	Other complications due to internal joint prosthesis	ICD10_code:T849XXA:phenoname:Unspecified complication of internal orthopedic prosthetic device, implant and graft, initial encounter|ICD10_code:T8489XA:phenoname:Other specified complication of internal orthopedic prosthetic devices, implants and grafts, initial encounter|ICD10_code:T8486XA:phenoname:Thrombosis due to internal orthopedic prosthetic devices, implants and grafts, initial encounter|ICD10_code:T8485XA:phenoname:Stenosis due to internal orthopedic prosthetic devices, implants and grafts, initial encounter|ICD10_code:T8484XA:phenoname:Pain due to internal orthopedic prosthetic devices, implants and grafts, initial encounter|ICD10_code:T8483XA:phenoname:Hemorrhage due to internal orthopedic prosthetic devices, implants and grafts, initial encounter|ICD10_code:T8482XA:phenoname:Fibrosis due to internal orthopedic prosthetic devices, implants and grafts, initial encounter|ICD10_code:T8481XA:phenoname:Embolism due to internal orthopedic prosthetic devices, implants and grafts, initial encounter
99678	Other complications due to other internal orthopedic device, implant, and graft	ICD10_code:T849XXA:phenoname:Unspecified complication of internal orthopedic prosthetic device, implant and graft, initial encounter|ICD10_code:T8489XA:phenoname:Other specified complication of internal orthopedic prosthetic devices, implants and grafts, initial encounter|ICD10_code:T8486XA:phenoname:Thrombosis due to internal orthopedic prosthetic devices, implants and grafts, initial encounter|ICD10_code:T8485XA:phenoname:Stenosis due to internal orthopedic prosthetic devices, implants and grafts, initial encounter|ICD10_code:T8484XA:phenoname:Pain due to internal orthopedic prosthetic devices, implants and grafts, initial encounter|ICD10_code:T8483XA:phenoname:Hemorrhage due to internal orthopedic prosthetic devices, implants and grafts, initial encounter|ICD10_code:T8482XA:phenoname:Fibrosis due to internal orthopedic prosthetic devices, implants and grafts, initial encounter|ICD10_code:T8481XA:phenoname:Embolism due to internal orthopedic prosthetic devices, implants and grafts, initial encounter
99679	Other complications due to other internal prosthetic device, implant, and graft	ICD10_code:T85898A:phenoname:Other specified complication of other internal prosthetic devices, implants and grafts, initial encounter|ICD10_code:T85868A:phenoname:Thrombosis due to other internal prosthetic devices, implants and grafts, initial encounter|ICD10_code:T85858A:phenoname:Stenosis due to other internal prosthetic devices, implants and grafts, initial encounter|ICD10_code:T85848A:phenoname:Pain due to other internal prosthetic devices, implants and grafts, initial encounter|ICD10_code:T85838A:phenoname:Hemorrhage due to other internal prosthetic devices, implants and grafts, initial encounter|ICD10_code:T85828A:phenoname:Fibrosis due to other internal prosthetic devices, implants and grafts, initial encounter|ICD10_code:T85818A:phenoname:Embolism due to other internal prosthetic devices, implants and grafts, initial encounter
