icd9_code	icd9_phe	potential_matches
52107	Dental caries of smooth surface	ICD10_code:K0263:phenoname:Dental caries on smooth surface penetrating into pulp|ICD10_code:K0262:phenoname:Dental caries on smooth surface penetrating into dentin|ICD10_code:K0261:phenoname:Dental caries on smooth surface limited to enamel
5229	Other and unspecified diseases of pulp and periapical tissues	ICD10_code:K0499:phenoname:Other diseases of pulp and periapical tissues|ICD10_code:K0490:phenoname:Unspecified diseases of pulp and periapical tissues
2818	Anemia associated with other specified nutritional deficiency	ICD10_code:D538:phenoname:Other specified nutritional anemias|ICD10_code:D532:phenoname:Scorbutic anemia
7011	Keratoderma, acquired	ICD10_code:L872:phenoname:Elastosis perforans serpiginosa|ICD10_code:L870:phenoname:Keratosis follicularis et parafollicularis in cutem penetrans|ICD10_code:L852:phenoname:Keratosis punctata (palmaris et plantaris)|ICD10_code:L851:phenoname:Acquired keratosis [keratoderma] palmaris et plantaris|ICD10_code:L850:phenoname:Acquired ichthyosis|ICD10_code:L110:phenoname:Acquired keratosis follicularis
6318	Other abnormal products of conception	ICD10_code:O0289:phenoname:Other abnormal products of conception|ICD10_code:O020:phenoname:Blighted ovum and nonhydatidiform mole
9035	Injury to digital blood vessels	ICD10_code:S65509A:phenoname:Unspecified injury of blood vessel of unspecified finger, initial encounter|ICD10_code:S65409A:phenoname:Unspecified injury of blood vessel of unspecified thumb, initial encounter
52689	Other specified diseases of the jaws	ICD10_code:M278:phenoname:Other specified diseases of jaws|ICD10_code:M272:phenoname:Inflammatory conditions of jaws
51189	Other specified forms of effusion, except tuberculous	ICD10_code:J948:phenoname:Other specified pleural conditions|ICD10_code:J942:phenoname:Hemothorax|ICD10_code:J90:phenoname:Pleural effusion, not elsewhere classified
3331	Essential and other specified forms of tremor	ICD10_code:G252:phenoname:Other specified forms of tremor|ICD10_code:G251:phenoname:Drug-induced tremor|ICD10_code:G250:phenoname:Essential tremor
81600	Closed fracture of phalanx or phalanges of hand, unspecified	ICD10_code:S62609A:phenoname:Fracture of unspecified phalanx of unspecified finger, initial encounter for closed fracture|ICD10_code:S62509A:phenoname:Fracture of unspecified phalanx of unspecified thumb, initial encounter for closed fracture
69510	Erythema multiforme, unspecified	ICD10_code:L519:phenoname:Erythema multiforme, unspecified|ICD10_code:L510:phenoname:Nonbullous erythema multiforme
8605	Traumatic pneumohemothorax with open wound into thorax	ICD10_code:S272XXA:phenoname:Traumatic hemopneumothorax, initial encounter|ICD10_code:S21309A:phenoname:Unspecified open wound of unspecified front wall of thorax with penetration into thoracic cavity, initial encounter
7875	Abnormal bowel sounds	ICD10_code:R1915:phenoname:Other abnormal bowel sounds|ICD10_code:R1912:phenoname:Hyperactive bowel sounds|ICD10_code:R1911:phenoname:Absent bowel sounds
56081	Intestinal or peritoneal adhesions with obstruction (postoperative) (postinfection)	ICD10_code:K5652:phenoname:Intestinal adhesions [bands] with complete obstruction|ICD10_code:K5651:phenoname:Intestinal adhesions [bands], with partial obstruction|ICD10_code:K5650:phenoname:Intestinal adhesions [bands], unspecified as to partial versus complete obstruction
6190	Urinary-genital tract fistula, female	ICD10_code:N821:phenoname:Other female urinary-genital tract fistulae|ICD10_code:N820:phenoname:Vesicovaginal fistula
9106	Superficial foreign body (splinter) of face, neck, and scalp except eye, without major open wound and without mention of infection	ICD10_code:S1095XA:phenoname:Superficial foreign body of unspecified part of neck, initial encounter|ICD10_code:S1015XA:phenoname:Superficial foreign body of throat, initial encounter|ICD10_code:S0095XA:phenoname:Superficial foreign body of unspecified part of head, initial encounter|ICD10_code:S00552A:phenoname:Superficial foreign body of oral cavity, initial encounter|ICD10_code:S00551A:phenoname:Superficial foreign body of lip, initial encounter|ICD10_code:S00459A:phenoname:Superficial foreign body of unspecified ear, initial encounter|ICD10_code:S0035XA:phenoname:Superficial foreign body of nose, initial encounter|ICD10_code:S0005XA:phenoname:Superficial foreign body of scalp, initial encounter
9331	Foreign body in larynx	ICD10_code:T17398A:phenoname:Other foreign object in larynx causing other injury, initial encounter|ICD10_code:T17390A:phenoname:Other foreign object in larynx causing asphyxiation, initial encounter|ICD10_code:T17328A:phenoname:Food in larynx causing other injury, initial encounter|ICD10_code:T17320A:phenoname:Food in larynx causing asphyxiation, initial encounter|ICD10_code:T17318A:phenoname:Gastric contents in larynx causing other injury, initial encounter|ICD10_code:T17310A:phenoname:Gastric contents in larynx causing asphyxiation, initial encounter|ICD10_code:T17308A:phenoname:Unspecified foreign body in larynx causing other injury, initial encounter|ICD10_code:T17300A:phenoname:Unspecified foreign body in larynx causing asphyxiation, initial encounter
9694	Poisoning by benzodiazepine-based tranquilizers	ICD10_code:T424X4A:phenoname:Poisoning by benzodiazepines, undetermined, initial encounter|ICD10_code:T424X3A:phenoname:Poisoning by benzodiazepines, assault, initial encounter|ICD10_code:T424X2A:phenoname:Poisoning by benzodiazepines, intentional self-harm, initial encounter|ICD10_code:T424X1A:phenoname:Poisoning by benzodiazepines, accidental (unintentional), initial encounter
65840	Infection of amniotic cavity, unspecified as to episode of care or not applicable	ICD10_code:O411490:phenoname:Placentitis, unspecified trimester, not applicable or unspecified|ICD10_code:O411290:phenoname:Chorioamnionitis, unspecified trimester, not applicable or unspecified|ICD10_code:O411090:phenoname:Infection of amniotic sac and membranes, unspecified, unspecified trimester, not applicable or unspecified
78469	Other symbolic dysfunction	ICD10_code:R488:phenoname:Other symbolic dysfunctions|ICD10_code:R482:phenoname:Apraxia|ICD10_code:R481:phenoname:Agnosia
6071	Balanoposthitis	ICD10_code:N481:phenoname:Balanitis|ICD10_code:N476:phenoname:Balanoposthitis
41092	Acute myocardial infarction of unspecified site, subsequent episode of care	ICD10_code:I21A9:phenoname:Other myocardial infarction type|ICD10_code:I21A1:phenoname:Myocardial infarction type 2|ICD10_code:I219:phenoname:Acute myocardial infarction, unspecified|ICD10_code:I213:phenoname:ST elevation (STEMI) myocardial infarction of unspecified site
27731	Familial Mediterranean fever	ICD10_code:M041:phenoname:Periodic fever syndromes|ICD10_code:E850:phenoname:Non-neuropathic heredofamilial amyloidosis
80224	Closed fracture of mandible, ramus, unspecified	ICD10_code:S02642A:phenoname:Fracture of ramus of left mandible, initial encounter for closed fracture|ICD10_code:S02641A:phenoname:Fracture of ramus of right mandible, initial encounter for closed fracture|ICD10_code:S02640A:phenoname:Fracture of ramus of mandible, unspecified side, initial encounter for closed fracture
7517	Anomalies of pancreas	ICD10_code:Q453:phenoname:Other congenital malformations of pancreas and pancreatic duct|ICD10_code:Q451:phenoname:Annular pancreas|ICD10_code:Q450:phenoname:Agenesis, aplasia and hypoplasia of pancreas
6201	Corpus luteum cyst or hematoma	ICD10_code:N8312:phenoname:Corpus luteum cyst of left ovary|ICD10_code:N8311:phenoname:Corpus luteum cyst of right ovary|ICD10_code:N8310:phenoname:Corpus luteum cyst of ovary, unspecified side
42650	Bundle branch block, unspecified	ICD10_code:I454:phenoname:Nonspecific intraventricular block|ICD10_code:I4439:phenoname:Other atrioventricular block|ICD10_code:I4430:phenoname:Unspecified atrioventricular block
64662	Infections of genitourinary tract in pregnancy, delivered, with mention of postpartum complication	ICD10_code:O2393:phenoname:Unspecified genitourinary tract infection in pregnancy, third trimester|ICD10_code:O2392:phenoname:Unspecified genitourinary tract infection in pregnancy, second trimester|ICD10_code:O2391:phenoname:Unspecified genitourinary tract infection in pregnancy, first trimester
17359	Other specified malignant neoplasm of skin of trunk, except scrotum	ICD10_code:C44599:phenoname:Other specified malignant neoplasm of skin of other part of trunk|ICD10_code:C44591:phenoname:Other specified malignant neoplasm of skin of breast|ICD10_code:C44590:phenoname:Other specified malignant neoplasm of anal skin
28959	Other diseases of spleen	ICD10_code:D7389:phenoname:Other diseases of spleen|ICD10_code:D735:phenoname:Infarction of spleen|ICD10_code:D734:phenoname:Cyst of spleen|ICD10_code:D733:phenoname:Abscess of spleen
99689	Complications of other specified transplanted organ	ICD10_code:T86899:phenoname:Unspecified complication of other transplanted tissue|ICD10_code:T86891:phenoname:Other transplanted tissue failure|ICD10_code:T86890:phenoname:Other transplanted tissue rejection
71102	Pyogenic arthritis, upper arm	ICD10_code:M00829:phenoname:Arthritis due to other bacteria, unspecified elbow|ICD10_code:M00229:phenoname:Other streptococcal arthritis, unspecified elbow|ICD10_code:M00129:phenoname:Pneumococcal arthritis, unspecified elbow|ICD10_code:M00029:phenoname:Staphylococcal arthritis, unspecified elbow
2706	Disorders of urea cycle metabolism	ICD10_code:E7229:phenoname:Other disorders of urea cycle metabolism|ICD10_code:E7223:phenoname:Citrullinemia|ICD10_code:E7222:phenoname:Arginosuccinic aciduria|ICD10_code:E7221:phenoname:Argininemia|ICD10_code:E7220:phenoname:Disorder of urea cycle metabolism, unspecified
81602	Closed fracture of distal phalanx or phalanges of hand	ICD10_code:S62669A:phenoname:Nondisplaced fracture of distal phalanx of unspecified finger, initial encounter for closed fracture|ICD10_code:S62639A:phenoname:Displaced fracture of distal phalanx of unspecified finger, initial encounter for closed fracture|ICD10_code:S62526A:phenoname:Nondisplaced fracture of distal phalanx of unspecified thumb, initial encounter for closed fracture|ICD10_code:S62523A:phenoname:Displaced fracture of distal phalanx of unspecified thumb, initial encounter for closed fracture
81501	Closed fracture of base of thumb [first] metacarpal	ICD10_code:S62236A:phenoname:Other nondisplaced fracture of base of first metacarpal bone, unspecified hand, initial encounter for closed fracture|ICD10_code:S62233A:phenoname:Other displaced fracture of base of first metacarpal bone, unspecified hand, initial encounter for closed fracture
83400	Closed dislocation of finger, unspecified part	ICD10_code:S63259A:phenoname:Unspecified dislocation of unspecified finger, initial encounter|ICD10_code:S63106A:phenoname:Unspecified dislocation of unspecified thumb, initial encounter
65843	Infection of amniotic cavity, antepartum condition or complication	ICD10_code:O411430:phenoname:Placentitis, third trimester, not applicable or unspecified|ICD10_code:O411420:phenoname:Placentitis, second trimester, not applicable or unspecified|ICD10_code:O411410:phenoname:Placentitis, first trimester, not applicable or unspecified|ICD10_code:O411230:phenoname:Chorioamnionitis, third trimester, not applicable or unspecified|ICD10_code:O411220:phenoname:Chorioamnionitis, second trimester, not applicable or unspecified|ICD10_code:O411210:phenoname:Chorioamnionitis, first trimester, not applicable or unspecified|ICD10_code:O411030:phenoname:Infection of amniotic sac and membranes, unspecified, third trimester, not applicable or unspecified|ICD10_code:O411020:phenoname:Infection of amniotic sac and membranes, unspecified, second trimester, not applicable or unspecified|ICD10_code:O411010:phenoname:Infection of amniotic sac and membranes, unspecified, first trimester, not applicable or unspecified
6248	Other specified noninflammatory disorders of vulva and perineum	ICD10_code:N9089:phenoname:Other specified noninflammatory disorders of vulva and perineum|ICD10_code:N907:phenoname:Vulvar cyst
41090	Acute myocardial infarction of unspecified site, episode of care unspecified	ICD10_code:I21A9:phenoname:Other myocardial infarction type|ICD10_code:I21A1:phenoname:Myocardial infarction type 2|ICD10_code:I219:phenoname:Acute myocardial infarction, unspecified|ICD10_code:I213:phenoname:ST elevation (STEMI) myocardial infarction of unspecified site
36251	Nonexudative senile macular degeneration	ICD10_code:H353113:phenoname:Nonexudative age-related macular degeneration, right eye, advanced atrophic without subfoveal involvement|ICD10_code:H353112:phenoname:Nonexudative age-related macular degeneration, right eye, intermediate dry stage|ICD10_code:H353111:phenoname:Nonexudative age-related macular degeneration, right eye, early dry stage|ICD10_code:H353110:phenoname:Nonexudative age-related macular degeneration, right eye, stage unspecified|ICD10_code:H353194:phenoname:Nonexudative age-related macular degeneration, unspecified eye, advanced atrophic with subfoveal involvement|ICD10_code:H353193:phenoname:Nonexudative age-related macular degeneration, unspecified eye, advanced atrophic without subfoveal involvement|ICD10_code:H353192:phenoname:Nonexudative age-related macular degeneration, unspecified eye, intermediate dry stage|ICD10_code:H353191:phenoname:Nonexudative age-related macular degeneration, unspecified eye, early dry stage|ICD10_code:H353190:phenoname:Nonexudative age-related macular degeneration, unspecified eye, stage unspecified|ICD10_code:H353134:phenoname:Nonexudative age-related macular degeneration, bilateral, advanced atrophic with subfoveal involvement|ICD10_code:H353133:phenoname:Nonexudative age-related macular degeneration, bilateral, advanced atrophic without subfoveal involvement|ICD10_code:H353132:phenoname:Nonexudative age-related macular degeneration, bilateral, intermediate dry stage|ICD10_code:H353131:phenoname:Nonexudative age-related macular degeneration, bilateral, early dry stage|ICD10_code:H353130:phenoname:Nonexudative age-related macular degeneration, bilateral, stage unspecified|ICD10_code:H353124:phenoname:Nonexudative age-related macular degeneration, left eye, advanced atrophic with subfoveal involvement|ICD10_code:H353123:phenoname:Nonexudative age-related macular degeneration, left eye, advanced atrophic without subfoveal involvement|ICD10_code:H353122:phenoname:Nonexudative age-related macular degeneration, left eye, intermediate dry stage|ICD10_code:H353121:phenoname:Nonexudative age-related macular degeneration, left eye, early dry stage|ICD10_code:H353120:phenoname:Nonexudative age-related macular degeneration, left eye, stage unspecified|ICD10_code:H353114:phenoname:Nonexudative age-related macular degeneration, right eye, advanced atrophic with subfoveal involvement
